# ----------------------------------------
# Demographic details: Country
# Account: Tresor Tech Store
# Property: Flix
# ----------------------------------------
# 
# All Users
# Start date: 20260902
# End date: 20260903
Country,Date,Active users,New users,Engaged sessions,Engagement rate,Engaged sessions per active user,Average engagement time per active user,Event count,Key events,User key event rate,Total revenue
Jamaica,20260902,168,42,237,0.6076923076923076,1.4107142857142858,189.6547619047619,6243,1154,1,2.092693
Madagascar,20260902,167,37,221,0.6207865168539326,1.3233532934131738,86.31736526946108,4572,627,1,0.338196
Mali,20260903,166,75,190,0.7421875,1.144578313253012,125.74096385542168,7046,980,1,2.526974
Madagascar,20260903,162,34,208,0.611764705882353,1.2839506172839505,74.85802469135803,4081,614,1,0.64251
Chile,20260902,161,47,179,0.5682539682539682,1.1118012422360248,153.48447204968943,6369,896,0.9254658385093167,18.745697
Tajikistan,20260902,160,56,178,0.5973154362416108,1.1125,108.9625,5254,662,1,0.755694
Mali,20260902,155,55,161,0.6098484848484849,1.038709677419355,125.01290322580645,6982,1010,1,2.569173
Portugal,20260902,151,74,171,0.5445859872611465,1.1324503311258278,245.35099337748343,7830,1314,1,11.557133
Kuwait,20260903,149,74,181,0.7357723577235772,1.2147651006711409,129.58389261744966,7816,1294,1,50.685955
Qatar,20260903,148,73,179,0.6236933797909407,1.2094594594594594,170.40540540540542,7715,1385,0.9932432432432432,6.65972
Kuwait,20260902,147,83,173,0.67578125,1.1768707482993197,179.97278911564626,11501,1500,1,14.049535
Tajikistan,20260903,146,44,181,0.6284722222222222,1.2397260273972603,128.1917808219178,5623,699,0.9863013698630136,1.124632
Qatar,20260902,142,60,170,0.6093189964157706,1.1971830985915493,122.09859154929578,6709,1181,0.9929577464788732,25.440929
Romania,20260903,142,76,152,0.596078431372549,1.0704225352112675,143.61267605633802,7115,1233,0.9859154929577465,19.196828
Australia,20260903,138,48,145,0.5513307984790875,1.0507246376811594,214.34057971014494,5125,971,0.9927536231884058,47.242774
Chad,20260903,137,56,147,0.6774193548387096,1.072992700729927,123.68613138686132,6874,1157,1,4.046322
Ecuador,20260903,135,74,154,0.6184738955823293,1.1407407407407408,181.54074074074074,6677,1108,1,1.930997
Afghanistan,20260902,134,10,179,0.6172413793103448,1.335820895522388,85.17164179104478,2992,413,0.9850746268656716,0.349843
Laos,20260903,130,63,163,0.690677966101695,1.2538461538461538,90.1923076923077,4573,667,1,1.411484
Bolivia,20260903,128,53,133,0.5683760683760684,1.0390625,162.859375,4811,799,1,1.054411
Cuba,20260903,127,15,167,0.6254681647940075,1.31496062992126,146.8031496062992,2701,369,0.9921259842519685,0.109075
Mauritania,20260902,127,49,157,0.7235023041474654,1.236220472440945,162.43307086614172,5648,844,1,1.079013
Chad,20260902,126,51,141,0.6844660194174758,1.119047619047619,133.9126984126984,4927,679,1,1.275197
Chile,20260903,125,32,162,0.6022304832713755,1.296,105.696,4290,682,0.928,6.537859
Botswana,20260902,124,30,149,0.6772727272727272,1.2016129032258065,113.45967741935483,3740,547,1,0.929883
Romania,20260902,123,50,128,0.5541125541125541,1.0406504065040652,150.0081300813008,5929,888,0.991869918699187,11.608946
Laos,20260902,122,59,139,0.6465116279069767,1.139344262295082,114.97540983606558,5154,776,1,6.435023
Ecuador,20260902,121,58,125,0.5681818181818182,1.0330578512396693,158.13223140495867,5534,904,1,2.258468
Afghanistan,20260903,119,8,169,0.6167883211678832,1.4201680672268908,91.04201680672269,2818,381,0.9831932773109243,0.277182
Poland,20260902,118,26,141,0.5850622406639004,1.194915254237288,95,3403,510,0.9661016949152542,1.190164
Cuba,20260902,116,5,150,0.5952380952380952,1.293103448275862,162.73275862068965,2750,363,1,0.049722
Australia,20260902,115,46,126,0.5163934426229508,1.0956521739130434,150.87826086956522,6016,967,0.9826086956521739,89.236401
